fakeID,b_specialisation_i,b_specialisation_h,b_specialisation_g,b_specialisation_f,b_specialisation_e,b_specialisation_d,b_specialisation_c,b_specialisation_b,b_specialisation_a,b_specialisation_j,q_OpeningDays,q_OpeningHours,q_2017 Average Household Size,q_2017 Total Households,q_2017 HHs: 5th Quintile (68.759 and above),q_5th Quint by Total HH,q_2017 Purchasing Power: Per Capita,q_2017 Total Population,"q_2017 Pop 15+/Edu: University, Fachhochschule",q_Uni by Total Pop,q_2017 Personal Care: Per Capita,q_2017 Medical Products: Per Capita,q_2017 Personal Effects: Per Capita,b_in_kontakt_gewesen,b_gekauft_gesamt
16_294,0,0,0,1,0,0,0,0,0,0,5,40,2.4,91814,20019,0.218038643,22787.85,221697,13240,0.059721151,559.47,316.67,234.98,0,0
4_311,1,0,0,0,1,0,0,0,1,1,5,20,2.2,152228,33894,0.222652863,24636.11,338201,38800,0.114724676,591.97,341.33,252.54,0,0
218_6559,1,0,1,0,1,0,0,0,1,0,5,20,2.2,152228,33894,0.222652863,24636.11,338201,38800,0.114724676,591.97,341.33,252.54,0,0
340_9097,0,0,0,0,0,0,0,0,0,0,5,20,2.2,152228,33894,0.222652863,24636.11,338201,38800,0.114724676,591.97,341.33,252.54,0,0
483_6466,0,1,1,0,0,0,0,1,0,0,4,20,2.1,1024019,187781,0.18337648,23557.6,2151118,304770,0.141679815,590.95,323.88,233.56,0,0
64_437,0,1,0,0,0,0,0,0,0,0,4,26,2.1,1050641,195495,0.186072122,23675.37,2207451,321694,0.145730981,592.38,325.54,235.18,0,0
474_7417,0,0,0,0,0,0,0,0,0,1,4,24,2.6,35831,7619,0.212637102,21102.35,92125,4022,0.043658073,524.94,297.89,215.21,0,0
12_526,0,0,0,0,0,0,0,0,0,1,0,0,2.4,133413,33326,0.249795747,24030.11,315319,22264,0.070607861,580.02,323.64,248.68,0,0
11_526,0,0,0,0,0,0,0,0,0,1,5,42,2.4,135679,33838,0.249397475,24027.37,320451,22680,0.070775251,580.06,323.88,248.67,0,0
78_559,0,0,1,0,0,0,0,0,0,0,4,20,2.1,1071647,202509,0.188969875,23805.83,2253484,331352,0.147039872,593.7,327.39,236.99,0,0
83_568,0,1,0,0,0,0,0,0,0,0,5,20,2.1,925832,161973,0.174948587,23131.24,1941115,280345,0.144424725,586.55,317.82,227.77,0,0
709_8470,0,0,0,0,0,0,0,0,0,1,4,25,2.3,206869,44173,0.213531269,24027.67,466295,39141,0.083940424,583.61,343.21,250.22,0,0
319_8798,0,0,0,0,0,0,0,0,0,0,5,20,2.3,161041,36201,0.224793686,24430.28,362810,39487,0.108836581,586.76,337.22,250.32,0,0
396_8526,0,0,0,0,0,0,0,0,0,0,5,31,2.4,60188,13065,0.217069848,23100.78,142187,9036,0.063550114,566.22,317.58,237.53,0,0
60_697,0,1,0,0,0,0,0,0,1,0,5,26,2.3,24711,3798,0.153696734,20986.66,57219,2802,0.048969748,538.05,333.12,217.22,0,0
14_704,1,0,0,1,1,0,0,0,0,0,4,20.5,2.4,108632,27073,0.249217542,23972.77,257305,18232,0.070857543,578.91,323.26,248.12,0,0
61_708,0,0,0,0,0,0,0,0,0,0,4,31.5,2.3,67610,15579,0.230424493,24235.99,156411,11580,0.074035714,577.52,345.91,253.44,0,0
109_743,1,0,1,0,1,0,0,0,0,0,5,57.5,2.1,1063989,199883,0.187861905,23748.07,2237670,327255,0.146248106,593.01,326.53,236.22,0,0
67_767,0,0,1,0,1,0,0,0,1,0,5,37,2.2,506684,94065,0.185648254,23253.54,1095221,121711,0.111129169,582.94,326.48,234.59,0,0
150_7864,0,0,0,0,0,0,0,0,0,0,5,37,2.4,129799,32704,0.251958798,23984.49,308478,21979,0.071249814,578.48,322.58,248.18,0,0
126_845,0,1,1,0,0,0,0,0,0,0,5,42.5,2.1,1018424,187649,0.184254299,23655.3,2129980,317770,0.149189194,592.91,326.18,234.73,0,0
1030_7236,0,0,0,0,0,0,0,0,0,0,0,0,2.1,1015133,187650,0.184852625,23675.95,2124657,319069,0.150174358,593.01,325.73,234.81,0,0
53_1863,0,0,0,0,0,0,0,0,0,1,5,40,2.2,156447,34998,0.223705153,24572.17,349336,39447,0.11291994,590.27,339.92,251.89,0,0
517_7671,0,0,0,0,0,0,0,0,0,1,0,0,2.6,39980,10199,0.255102551,22662.05,103494,5697,0.055046669,543.43,313.45,235.67,0,0
137_2241,1,0,0,1,0,0,0,0,1,0,5,32.5,2.6,39980,10199,0.255102551,22662.05,103494,5697,0.055046669,543.43,313.45,235.67,0,0
149_978,0,1,1,1,1,0,0,0,0,0,5,30,2.1,1076105,203090,0.188726936,23775.65,2265148,330106,0.145732641,593.18,326.97,236.7,0,0
53_1013,1,0,1,0,0,0,0,1,1,0,0,0,2.2,263343,57418,0.218035034,24785.4,578187,53206,0.092022131,597.04,339.9,252.97,0,0
29_1021,0,0,0,0,0,0,0,0,0,1,2,18,2.3,36543,5640,0.154338724,20599.48,84541,5498,0.065033534,533.02,326.13,211.91,0,0
542_7187,0,1,1,0,1,0,0,1,0,0,4,22,2.5,36726,5928,0.161411534,19938.59,90107,3875,0.043004428,515.75,308.88,203.72,0,0
17_210,0,0,0,0,0,0,0,0,0,0,4,24,2.1,635954,122184,0.192127104,23876.83,1340797,204381,0.152432471,592.88,325.82,236.82,0,0
1315_8408,0,1,0,0,0,0,0,0,1,0,5,35,2.1,975212,174096,0.178521183,23301.38,2047636,293586,0.143378022,588.27,320.52,230.31,0,0
228_6142,0,0,0,0,0,0,0,0,0,1,5,40,2.4,58117,12682,0.21821498,22917.7,138996,7773,0.055922473,561.9,313.3,235.31,0,0
166_1107,0,0,1,0,0,0,0,0,0,0,0,0,2.1,1026493,189132,0.184250648,23622.53,2152280,317853,0.147681993,592.1,325.05,234.33,0,0
163_1106,0,0,1,0,0,0,0,0,0,0,4,22.5,2.1,926538,162270,0.175135828,23124.09,1943639,280072,0.144096718,586.22,317.72,227.63,0,0
165_1107,0,0,1,0,0,0,0,0,0,0,4,30,2.1,923493,161482,0.174860015,23113.65,1936710,279303,0.14421519,586.16,317.58,227.48,0,0
74_1109,0,0,1,1,0,0,0,0,1,1,0,0,2.5,71434,14703,0.205826357,21716.36,176579,9335,0.052865856,535.12,312.27,224.27,0,0
79_1167,0,0,0,0,0,0,0,0,0,0,5,28,2.2,236463,47414,0.2005134,23575.57,518565,70314,0.135593416,578.9,321.98,233.7,0,0
178_1169,1,1,0,0,0,0,0,0,0,0,4,25.5,2.1,1013828,187333,0.184777891,23682.57,2120381,319171,0.150525307,593.15,326.09,234.88,0,0
43_1237,0,0,0,0,0,0,0,0,0,0,5,20,2.4,11587,2473,0.213428843,22382.58,27833,1424,0.051162289,550.29,324.1,232.28,0,0
468_6337,0,1,1,0,0,0,0,0,1,1,4,32,2.3,177879,36779,0.206764149,23548.68,404530,31635,0.078201864,576.43,338.87,245.14,0,0
73_1313,0,0,0,0,0,0,0,0,0,0,0,0,2.2,292730,63670,0.217504185,24638.49,646216,57821,0.089476274,594.61,338.33,251.57,0,0
72_1313,0,0,0,0,0,0,0,0,0,0,0,0,2.3,81801,19618,0.239825919,24582.66,189432,16660,0.087947126,583.07,334.44,251.79,0,0
198_1330,0,0,1,0,0,0,0,0,0,0,4,30,2.1,1072344,202165,0.188526256,23769.56,2256671,329341,0.145941079,593.15,326.85,236.58,0,0
40_1357,0,0,0,0,0,0,0,0,0,0,0,0,2.2,152162,33913,0.222874305,24641.45,338130,38826,0.114825659,591.91,341.22,252.53,0,0
312_8674,0,0,0,0,0,0,0,0,0,1,0,0,2.2,152162,33913,0.222874305,24641.45,338130,38826,0.114825659,591.91,341.22,252.53,0,0
623_7850,0,0,0,0,0,0,0,0,0,0,5,23,2.1,64491,8765,0.135910437,21442.03,136079,7372,0.054174413,559.44,345.93,218.86,0,0
213_1462,0,1,1,0,0,0,0,0,0,0,5,31,2.1,1067546,201158,0.188430288,23775.78,2245118,329181,0.146620801,593.36,326.88,236.58,0,0
1164_7740,0,0,0,0,1,0,0,0,0,0,4,34,2.1,1017839,187824,0.184532131,23662.83,2129046,318882,0.149776942,592.86,326.35,234.77,0,0
105_1525,1,0,1,1,1,0,0,0,1,0,5,27,2.2,233180,47599,0.204129857,23794.27,509941,72037,0.141265362,582.47,324.41,236.48,0,0
104_1532,0,0,0,0,0,0,0,0,0,0,4,18,2.1,906461,158539,0.174898865,23141.05,1895984,280126,0.147747027,586.93,318.04,227.58,0,0
296_8352,0,0,0,0,0,0,0,0,0,0,4,23,2.3,20673,3023,0.146229381,20377.48,47939,2644,0.055153424,532.6,317.42,208.36,0,0
624_7879,1,0,0,0,0,0,0,0,1,0,4,32,2.4,101377,22594,0.222871065,22612.32,248044,13965,0.056300495,555.32,314.99,233.51,0,0
110_1592,1,0,1,0,0,0,0,0,1,1,4,28.5,2.1,211391,42302,0.200112588,23987.09,453369,69211,0.152659313,588.44,326.49,237.01,0,0
915_6495,0,0,0,0,1,0,0,0,0,0,4,20,2.1,1012512,184397,0.182118335,23481.7,2126908,306449,0.144081925,590.17,323.02,232.68,0,0
605_7696,1,0,1,1,0,0,0,0,0,0,5,30,2.5,53695,10471,0.195008846,21071.8,134728,6105,0.045313521,523.67,314.74,218.73,0,0
99_1620,1,1,0,1,1,0,0,0,0,0,5,20,2.5,76308,18694,0.244980867,22879.54,193442,11116,0.057464253,550.13,313.55,237.2,0,0
823_5756,1,0,0,0,1,0,0,0,0,0,4,28,2.1,1043186,195295,0.187210143,23755.39,2187965,325938,0.148968562,593.53,326.93,236.1,0,0
124_1699,1,0,0,1,1,0,0,0,0,0,5,27,2.1,1011654,182175,0.18007639,23425.59,2123422,301308,0.141897371,589.55,323.35,232.17,0,0
903_6467,0,0,0,1,1,0,0,0,0,0,4,28,2.1,947271,167055,0.176353968,23217.41,1984942,287881,0.145032449,587.53,319.12,228.82,0,0
106_1715,0,0,0,0,1,0,0,0,0,0,0,0,2.2,246472,50397,0.20447353,24512.28,532329,49195,0.092414653,596.76,339.5,248.66,0,0
68_1738,0,0,0,0,0,0,0,0,0,0,5,20,2.2,70499,15122,0.214499496,24089.75,157812,18940,0.120016222,582.94,316.79,238.51,0,0
797_9154,1,1,0,0,0,0,0,0,0,0,4,28.5,2.4,30560,4520,0.147905759,20176.43,72150,3137,0.043478863,523.58,319.53,205.92,0,0
124_1790,0,0,0,0,0,0,0,0,0,0,5,32,2.2,220972,44719,0.202374056,23960.39,477165,70786,0.148347008,586.9,326.33,237.45,0,0
1089_7452,0,1,0,0,1,0,0,0,0,0,0,0,2.1,1042520,194075,0.186159498,23695.37,2188565,322369,0.147296973,592.69,325.79,235.31,0,0
141_1904,0,0,0,0,0,0,0,0,0,0,4,20,2.3,116448,24239,0.208152995,22975.82,273061,19304,0.070694826,562.98,329.51,237.91,0,0
131_1941,0,0,1,1,0,0,0,0,0,0,5,32,2.2,219284,44358,0.20228562,23980.14,472973,70528,0.149116334,587.39,326.2,237.5,0,0
431_7060,0,0,0,0,0,0,0,0,0,0,5,34,2.5,126599,28936,0.228564207,22888.39,311202,18162,0.058360807,556.54,315.04,236.14,0,0
560_7363,0,1,1,0,1,0,0,0,0,0,4,24,2.3,207407,44302,0.213599348,24000.58,468113,39100,0.083526841,583.02,342.96,249.97,0,0
277_1957,0,0,0,0,0,0,0,0,0,0,4,26,2.1,1002774,183472,0.182964457,23584.01,2098522,314419,0.149828784,592.03,324.55,233.62,0,0
186_5790,0,0,0,0,0,0,0,0,0,1,4,28,2.2,133167,28782,0.216134628,24303.1,295839,32426,0.109606915,586.7,338.39,247.83,0,0
222_6603,0,0,0,0,0,0,0,0,0,0,0,0,2.2,154722,34555,0.223336048,24598.07,344806,39195,0.113672616,590.95,340.45,252.14,0,0
911_6481,0,0,0,0,1,0,0,0,0,1,2,13,2.1,1052835,196176,0.186331191,23678.27,2213394,322946,0.145905338,592.15,325.84,235.29,0,0
572_7393,1,0,0,0,0,0,0,0,0,0,5,29,2.2,218545,43888,0.200819053,23917.48,471107,70209,0.149029838,586.58,326.39,236.81,0,0
921_6545,1,0,0,0,0,0,0,0,0,1,0,0,2.1,1084388,205450,0.189461706,23817.13,2282172,333403,0.146090216,593.69,327.58,237.25,0,0
301_2138,0,1,1,0,1,0,0,0,0,0,4,18,2.1,982527,175996,0.179125866,23326.85,2063759,295436,0.143154312,588.48,320.91,230.69,0,0
157_2138,0,1,1,0,1,0,0,0,0,1,0,0,2.2,475684,82924,0.174325813,22721.21,1023850,119849,0.117057186,578.96,313.33,225.98,0,0
537_7138,0,0,0,0,0,0,0,0,0,0,4,24,2.6,60811,14054,0.231109503,21902.49,157590,7677,0.04871502,536.93,305.26,226.79,0,0
832_9433,1,1,0,0,0,0,0,0,0,1,0,0,2.1,963445,171238,0.177735107,23203.28,2027810,288256,0.142151385,586.47,319.16,229.1,0,0
158_2218,0,0,0,0,0,0,0,0,0,0,5,27,2.6,54463,11348,0.20836164,21193.29,139713,5552,0.039738607,521.41,308.54,219.33,0,0
1088_7452,0,1,0,0,1,0,0,0,0,0,5,38,2.1,1032831,192445,0.186327676,23728.71,2163786,323560,0.149534196,593.39,326.73,235.67,0,0
324_8892,0,0,0,0,0,0,0,0,0,0,5,30,2.4,44457,9586,0.215624086,22386.35,108575,6591,0.060704582,553.36,310.99,230.59,0,0
720_8561,0,0,0,0,0,0,0,0,0,0,5,30,2.3,136134,27714,0.203578827,23639.12,306385,24614,0.080336831,580.2,339,245.5,0,0
227_3097,0,0,0,0,0,0,0,0,0,0,5,26,2.7,30708,6971,0.227009248,20705.46,83630,3420,0.040894416,507.41,302.73,215.34,0,0
1111_7518,0,1,1,1,1,0,0,0,0,0,4,25,2.1,968811,172569,0.178124526,23301.43,2031230,294826,0.145146537,588.4,320.39,230.03,0,0
326_2347,0,1,1,0,1,0,0,0,0,0,5,45,2.1,1004073,182525,0.181784591,23501.81,2104040,310439,0.147544248,590.84,323.57,232.75,0,0
145_2360,0,1,0,0,0,0,0,0,1,0,5,35.5,2.2,292129,63341,0.216825444,24626.42,644306,57781,0.089679438,594.69,338.33,251.48,0,0
975_6860,0,0,0,0,1,0,0,0,0,0,5,36,2.1,1026552,189533,0.184630686,23647.3,2151658,318885,0.148204315,592.42,325.38,234.6,0,0
56_2417,0,0,0,0,0,0,0,0,0,0,5,33,2.1,136749,22267,0.162831172,22704.22,289224,28762,0.099445413,577.87,343.55,233.1,0,0
537_7880,0,0,0,0,0,0,0,0,0,0,5,23,2.2,228547,48916,0.214030374,24900.99,494372,47432,0.095943945,600.62,342.65,253.42,0,0
358_7959,0,0,0,0,0,0,0,0,0,0,5,24,2.4,18703,3055,0.163342779,19980.37,45700,2436,0.053304158,520,306.15,204.95,0,0
152_2498,0,0,0,0,0,0,0,0,0,1,0,0,2.2,262344,53640,0.204464367,23645.17,588826,44348,0.075315968,581.35,326.78,240.55,0,0
154_2499,0,0,0,0,0,0,0,0,0,0,5,28,2.4,136179,30242,0.222075357,23124.51,326955,20701,0.063314523,564.27,320.65,239.16,0,0
489_6105,0,0,1,0,0,0,0,1,0,1,1,7,2.2,223654,45400,0.202992122,23932.74,484362,71131,0.146855038,586.07,325.91,237.36,0,0
199_2625,0,1,0,0,0,0,0,0,0,0,4,28,2.4,103486,20923,0.202181938,22610.17,244114,16039,0.065702909,558.31,324.56,233.51,0,0
695_8549,0,0,0,0,0,0,0,0,0,0,0,0,2.1,64089,8706,0.135842344,21512.54,134826,7395,0.054848471,560.91,346.6,219.62,0,0
184_9344,0,0,0,0,0,0,0,0,0,0,5,37,2.4,21171,5615,0.265221293,24449.37,51204,3805,0.074310601,582.1,319.8,252.45,0,0
203_2687,0,1,1,0,1,0,0,0,0,0,4,28,2.1,649058,118146,0.182026876,23309.86,1382219,168882,0.122181796,585.65,326.06,233.42,0,0
645_8008,0,0,0,0,0,0,0,0,0,1,4,24,2.1,210679,42127,0.19995823,23993.34,451531,69102,0.153039326,588.64,326.53,237.01,0,0
82_2705,1,0,1,1,1,0,0,0,1,0,5,30,2.2,128548,27073,0.210606155,24654.16,278379,33371,0.11987614,596.16,345.88,251.6,0,0
70_2711,0,0,0,0,0,0,0,0,0,0,5,42.25,2.1,128404,21027,0.163756581,22771.58,270993,27630,0.101958353,579.16,343.47,233.61,0,0
205_2768,1,0,0,0,0,0,0,0,0,1,2,8,2.1,80561,10779,0.133799233,21331.52,170265,8996,0.052835286,558.54,343.21,217.75,0,0
204_2768,1,0,0,0,0,0,0,0,0,0,5,24.5,2.1,74351,9929,0.133542252,21364.23,156678,8455,0.053964181,559.58,343.23,217.9,0,0
946_6638,0,0,0,0,1,0,0,0,0,0,4,30,2.1,1006942,184993,0.183717632,23616.68,2107656,316173,0.150011672,592.36,324.92,234.04,0,0
1215_7964,0,0,0,0,0,0,0,0,0,0,4,20,2.1,1041895,194128,0.186322038,23708.43,2186635,322874,0.147657931,592.92,325.9,235.44,0,0
669_8801,0,0,0,0,0,0,0,0,0,1,0,0,2.4,100845,22583,0.223937726,23056.57,242002,14579,0.060243304,563.64,320.08,238.56,0,0
893_6393,0,0,0,0,1,0,0,0,0,0,5,34,2.1,1014527,187567,0.18488123,23680.96,2122729,319239,0.150390841,593.1,325.91,234.87,0,0
218_2902,0,1,1,0,0,0,0,0,0,0,5,24,2.2,225562,45684,0.202534115,23671.35,504287,44055,0.087360967,583.18,328.26,242.71,0,0
464_6312,1,1,1,0,1,0,0,0,1,0,5,39,2.1,632739,110607,0.174806674,22862.09,1351538,169876,0.12569088,580.97,314.62,226.27,0,0
105_2923,0,0,0,0,0,0,0,0,0,1,0,0,2.3,69828,15422,0.220856963,23442.77,163241,15967,0.097812437,569.18,310.85,234.95,0,0
604_7694,1,0,1,1,0,0,0,0,1,0,5,33,2.5,55509,10771,0.194040606,21065.86,138969,6281,0.04519713,523.91,315.1,218.58,0,0
412_2938,0,0,0,0,0,0,0,0,0,0,4,27,2.1,1085322,204732,0.188637105,23772.23,2284906,331195,0.14494907,593.1,327.15,236.74,0,0
416_2949,1,0,0,0,1,0,0,0,0,0,4,15,2.1,1085726,205172,0.188972172,23785.86,2286028,331912,0.145191572,593.25,327.27,236.92,0,0
225_2951,1,0,0,0,1,0,0,0,0,1,0,0,2.1,912293,166397,0.182394253,23584.97,1907796,279741,0.146630457,591.71,324.88,233.61,0,0
798_9636,0,0,0,0,0,0,0,0,0,1,0,0,2.5,63359,14058,0.221878502,21791.74,161357,7720,0.047844221,535.13,304.16,223.22,0,0
229_3049,1,1,1,0,1,0,0,0,0,0,5,24,2.3,83137,16833,0.202473026,22811.56,193973,13521,0.069705578,560.76,331.68,236.27,0,0
933_6580,0,0,0,0,1,0,0,0,0,0,4,25,2.1,1038133,193701,0.186585919,23723.92,2178041,324000,0.14875753,593.12,326.26,235.63,0,0
228_3106,0,0,0,0,0,0,0,0,0,1,5,27,2.2,224232,45478,0.202816726,23941.62,485218,71184,0.146705192,586.22,326.25,237.46,0,0
491_6316,0,0,0,0,0,0,0,0,0,0,5,28,2.2,224232,45478,0.202816726,23941.62,485218,71184,0.146705192,586.22,326.25,237.46,0,0
449_3191,1,1,1,0,1,0,0,0,0,1,0,0,2.1,1023638,189843,0.185459117,23700.8,2142961,321081,0.149830538,593.24,326.19,235.19,0,0
240_3191,1,1,1,0,1,0,0,0,0,0,4,21,2.1,522512,99583,0.190585097,23737.44,1109752,144020,0.129776743,591.13,331.62,238.62,0,0
1402_8764,0,0,0,0,0,0,0,0,0,0,2,8,2.1,1023638,189843,0.185459117,23700.8,2142961,321081,0.149830538,593.24,326.19,235.19,0,0
234_3195,1,0,0,0,1,0,0,0,0,0,5,31,2.2,216742,43756,0.201880577,23987.37,466915,70087,0.15010655,587.72,325.96,237.36,0,0
60_3215,0,0,0,0,0,0,0,0,0,0,5,20,2.4,136369,33926,0.248780881,24062.02,321370,22872,0.071170302,580.72,324.79,249.05,0,0
867_6292,0,0,0,0,0,0,0,0,0,0,5,32.5,2.1,1065503,200450,0.18812711,23783.33,2238228,330270,0.147558694,593.66,327.22,236.64,0,0
27_3370,0,0,0,0,0,0,0,0,0,0,4,13,2.3,32190,7262,0.225598012,23842.52,75314,4886,0.064875056,577.11,341.11,252.96,0,0
1359_8605,0,0,0,0,0,0,0,0,0,0,0,0,2.1,1032923,190841,0.184758206,23605.12,2170083,314942,0.145129011,591.44,324.6,234.18,0,0
216_3405,0,0,0,0,0,0,0,0,0,0,5,22,2.2,230136,49013,0.212974068,24794.01,499274,47387,0.094911812,598.83,341.22,252.19,0,0
97_3430,0,1,0,0,0,0,0,0,0,0,0,0,2.3,28059,4454,0.158736947,21114.7,64169,3920,0.061088688,544.87,327.96,218.35,0,0
619_7825,1,1,1,1,1,0,0,1,1,0,5,40,2.3,232156,49900,0.214941677,24116.7,522372,45411,0.086932301,585.09,343.71,251.05,0,0
492_3505,0,0,0,0,0,0,0,0,0,0,4,19,2.1,1082031,204263,0.188777401,23786.49,2276851,332181,0.145894922,593.37,327.3,236.87,0,0
571_4066,0,0,0,0,0,0,0,0,0,0,4,22,2.1,1077450,202287,0.187746067,23751.68,2265688,331337,0.14624123,593.12,327.1,236.42,0,0
49_783,1,0,1,1,1,0,0,0,1,1,5,24,2.2,231741,47268,0.203969086,23845.69,505357,72105,0.142681312,583.68,325.31,237,0,0
226_3581,1,0,0,0,0,0,0,0,1,0,0,0,2.2,254368,55387,0.217743584,24807.02,557566,51511,0.092385475,597.5,340.05,253.07,0,0
214_6541,0,1,0,0,0,0,0,0,1,0,0,0,2.3,22309,3314,0.148549913,20883.08,50536,2886,0.057107804,543.04,325.34,214.25,0,0
269_3685,1,0,1,0,0,0,0,0,1,0,5,32.5,2.2,36001,5267,0.146301492,20886.22,80556,3505,0.043510105,543.34,330.72,214.45,0,0
194_5981,0,0,0,0,0,0,0,0,0,0,5,26,2.3,131582,28344,0.215409403,23521.9,302210,27461,0.090867278,572.97,324.27,239.57,0,0
383_4960,0,0,0,0,0,0,0,0,0,0,4,27,2.1,643684,115458,0.179370623,23378.33,1350479,181455,0.134363437,588.97,325.3,232.37,0,0
129_3754,1,0,1,0,1,0,0,0,1,0,5,15,2.2,149453,30419,0.20353556,23867.48,327626,41100,0.125447919,584.72,325.54,238.1,0,0
64_3814,0,0,0,0,0,0,0,0,0,0,4,28,2.4,126777,31906,0.251670256,23998.12,300928,21525,0.071528738,578.74,322.89,248.28,0,0
282_3839,0,1,1,0,1,0,0,1,1,0,4,21,2.4,79748,15830,0.198500276,22273.51,190473,11519,0.060475763,552.54,319.5,229.45,0,0
610_7729,0,0,1,1,1,0,0,0,0,0,4,21,2.6,46446,9110,0.196141756,20618.84,119472,4679,0.039163988,513.49,309.1,213.86,0,0
684_8441,0,0,0,0,0,0,0,0,0,1,2,20,2.6,60897,12650,0.207727803,20715.15,159644,7090,0.044411315,513.16,305.64,214.75,0,0
293_3861,0,0,1,0,0,0,0,0,0,0,5,24,2.3,23172,3226,0.139219748,20762.92,52412,2301,0.04390216,541.82,325.63,212.73,0,0
1199_7911,0,1,0,0,0,0,0,0,0,1,2,18,2.1,1037282,192501,0.185582127,23679.61,2176063,321322,0.147662085,592.6,325.76,235.09,0,0
545_3868,0,0,0,0,0,0,0,0,0,1,0,0,2.1,1029027,190290,0.184922262,23656.32,2157471,319602,0.148137333,592.48,325.48,234.75,0,0
284_3868,0,0,0,0,0,0,0,0,0,1,0,0,2.1,504953,92930,0.18403693,23287.63,1083674,125406,0.115722994,584.72,325.96,234.14,0,0
1038_7243,0,0,0,0,0,0,0,0,0,1,0,0,2.1,1018193,188463,0.185095557,23681.07,2131974,319720,0.149964305,593,325.76,234.91,0,0
760_8900,0,1,1,0,1,0,0,0,1,1,0,0,2.3,133883,25700,0.19195865,22820.24,305576,21507,0.070381836,567.43,332.72,236.49,0,0
295_3981,1,1,1,0,1,0,0,0,1,0,5,26,2.3,133883,25700,0.19195865,22820.24,305576,21507,0.070381836,567.43,332.72,236.49,0,0
296_3989,0,1,1,0,1,0,0,0,0,0,4,28,2.3,90667,18426,0.203227194,23345.32,207481,13949,0.067230252,574.67,328.92,242.2,0,0
563_4012,0,1,1,0,1,0,0,0,0,0,5,34,2.1,1018496,187910,0.184497534,23642.92,2133813,318341,0.1491888,592.46,325.27,234.47,0,0
568_4043,1,1,1,1,0,0,0,0,1,0,6,54,2.1,1027655,190832,0.185696562,23696.6,2153916,321526,0.149275088,592.98,325.93,235.18,0,0
581_4107,1,0,0,0,0,0,0,0,0,0,5,32.5,2.1,1078073,203841,0.189079033,23799.71,2268485,331701,0.146221377,593.54,327.31,237,0,0
306_4110,1,1,0,0,1,0,0,0,0,0,5,23,2.6,11290,2470,0.218777679,20955.81,29604,1208,0.040805297,522.97,307.46,217.71,0,0
512_6892,1,0,1,0,1,0,0,0,1,0,4,22.5,2.5,42767,9218,0.215540019,21861.29,106899,5488,0.051338179,533.74,320.66,228.11,0,0
146_4633,0,0,1,0,0,0,0,0,0,0,5,47.5,2.4,25178,4801,0.190682342,21635,60274,3017,0.05005475,543.14,310.35,220.5,0,0
600_4262,1,0,0,0,1,0,0,0,0,0,3,17,2.1,1037224,193609,0.186660741,23738.98,2173721,324656,0.149354954,593.45,326.9,235.85,0,0
57_2423,1,1,0,0,1,0,0,0,0,0,5,22,2.2,74837,11903,0.15905234,21661.1,165416,12098,0.073136819,557.75,329.84,222.61,0,0
606_4304,0,1,1,0,1,0,0,0,0,0,4,36,2.1,1047693,195345,0.18645252,23696.35,2201016,323183,0.146833553,592.55,325.88,235.41,0,0
608_4341,0,1,1,0,0,0,0,0,0,1,0,0,2.1,1048640,195903,0.186816257,23718.51,2202569,324055,0.147125924,592.89,326.04,235.65,0,0
607_4341,0,1,1,0,0,0,0,0,0,0,5,40,2.1,1024962,189756,0.185134668,23682.14,2147107,320381,0.1492152,592.92,325.76,234.96,0,0
918_6529,0,0,0,0,0,0,0,0,0,1,5,32.5,2.1,1083188,205171,0.189414026,23814,2279536,333594,0.14634294,593.65,327.61,237.21,0,0
610_4349,0,1,0,0,0,0,0,0,0,0,5,32,2.1,1083188,205171,0.189414026,23814,2279536,333594,0.14634294,593.65,327.61,237.21,0,0
348_4356,0,0,0,0,0,0,0,0,0,0,5,25,2.2,224801,45616,0.202917247,23936.44,486701,71261,0.146416383,586.06,326.21,237.45,0,0
614_4377,0,1,1,0,0,0,0,0,0,0,4,14,2.1,1027671,189894,0.184780927,23657.52,2153782,319158,0.148184914,592.54,325.45,234.69,0,0
295_8270,0,0,0,0,0,0,0,0,0,0,5,31,2.3,20794,2996,0.144080023,19825.39,48774,2517,0.051605364,522.49,315.52,202.39,0,0
633_7942,0,0,0,0,0,0,0,0,0,0,4,28,2.1,817356,147796,0.180822065,23439.86,1718583,236156,0.137413206,588.82,324.66,232.52,0,0
701_8403,0,0,0,0,0,0,0,0,0,0,4,28,2.1,785694,141572,0.180187198,23398.29,1652072,224187,0.135700502,588.51,324.64,232.32,0,0
373_6274,0,1,1,0,1,0,0,0,0,0,4,27,2.1,178769,36440,0.203838473,25087.92,374713,39314,0.10491763,608.07,346.42,253.07,0,0
371_4661,0,0,0,0,0,0,0,0,0,0,5,26,2.2,242873,48851,0.201138043,23773.25,529034,72985,0.137958997,582.65,325.86,236.38,0,0
679_8232,0,0,1,0,0,0,0,0,1,0,0,0,2.2,277655,57011,0.205330356,24117.61,610806,50922,0.083368533,589.27,334.08,245.05,0,0
374_4688,0,0,0,0,0,0,0,0,0,0,5,33,2.6,14451,3112,0.215348419,21489.29,37245,1752,0.047039871,532.72,302.31,222.34,0,0
705_8616,0,0,0,0,0,0,0,0,0,1,0,0,2.6,13229,2842,0.214831053,21503.82,34051,1614,0.047399489,532.92,303.08,222.56,0,0
